nom_compteur,Annee,Mois,Jour,jour_semaine_numero,jour_we,vac_aout,PRECIP_TOTAL_DAY_MM,TOTAL_SNOW_MM,TEMPERATURE_MEAN,jours_feries,Confinement,OPINION,sum_counts
36 quai de Grenelle NE-SO,2023,3,23,3,0,0,0.8,0.0,11.75,0,0,1,3346.0
36 quai de Grenelle NE-SO,2023,3,24,4,0,0,0.7,0.0,13.0,0,0,1,2204.0
36 quai de Grenelle NE-SO,2023,3,25,5,1,0,0.4,0.0,11.25,0,0,1,1672.0
36 quai de Grenelle NE-SO,2023,3,26,6,1,0,2.8,0.0,9.0,0,0,1,1167.0
36 quai de Grenelle NE-SO,2023,3,27,0,0,0,0.0,0.0,7.75,0,0,1,2638.0
36 quai de Grenelle NE-SO,2023,3,28,1,0,0,0.0,0.0,7.0,0,0,2,3036.0
36 quai de Grenelle NE-SO,2023,3,29,2,0,0,0.0,0.0,13.25,0,0,3,2984.0
36 quai de Grenelle NE-SO,2023,3,30,3,0,0,0.3,0.0,14.75,0,0,1,2789.0
36 quai de Grenelle NE-SO,2023,3,31,4,0,0,2.2,0.0,11.5,0,0,1,2102.0
36 quai de Grenelle NE-SO,2023,4,1,5,1,0,2.0,0.0,10.25,0,0,1,1528.0
36 quai de Grenelle NE-SO,2023,4,2,6,1,0,0.0,0.0,10.25,0,0,2,1534.0
36 quai de Grenelle NE-SO,2023,4,3,0,0,0,0.0,0.0,7.25,0,0,2,2697.0
36 quai de Grenelle NE-SO,2023,4,4,1,0,0,0.0,0.0,6.75,0,0,2,3035.0
36 quai de Grenelle NE-SO,2023,4,5,2,0,0,0.0,0.0,8.75,0,0,2,3052.0
36 quai de Grenelle NE-SO,2023,4,6,3,0,0,0.7,0.0,8.75,0,0,1,2622.0
36 quai de Grenelle NE-SO,2023,4,7,4,0,0,0.1,0.0,8.0,0,0,0,2327.0
36 quai de Grenelle NE-SO,2023,4,8,5,1,0,0.1,0.0,9.0,0,0,2,1770.0
36 quai de Grenelle NE-SO,2023,4,9,6,1,0,0.0,0.0,11.25,0,0,2,1757.0
36 quai de Grenelle NE-SO,2023,4,10,0,0,0,0.0,0.0,12.25,1,0,1,955.0
36 quai de Grenelle NE-SO,2023,4,11,1,0,0,0.2,0.0,9.5,0,0,1,2407.0
36 quai de Grenelle NE-SO,2023,4,12,2,0,0,2.6,0.0,9.75,0,0,1,1925.0
36 quai de Grenelle NE-SO,2023,4,13,3,0,0,0.5,0.0,9.25,0,0,1,2717.0
36 quai de Grenelle NE-SO,2023,4,14,4,0,0,0.1,0.0,8.5,0,0,0,1896.0
36 quai de Grenelle NE-SO,2023,4,15,5,1,0,0.5,0.0,9.75,0,0,1,1257.0
36 quai de Grenelle NE-SO,2023,4,16,6,1,0,0.0,0.0,9.5,0,0,2,2108.0
36 quai de Grenelle NE-SO,2023,4,17,0,0,0,0.1,0.0,10.25,0,0,1,2607.0
36 quai de Grenelle NE-SO,2023,4,18,1,0,0,0.0,0.0,9.75,0,0,1,2842.0
36 quai de Grenelle NE-SO,2023,4,19,2,0,0,0.0,0.0,11.25,0,0,1,3143.0
36 quai de Grenelle NE-SO,2023,4,20,3,0,0,0.0,0.0,8.0,0,0,0,2914.0
36 quai de Grenelle NE-SO,2023,4,21,4,0,0,1.4,0.0,10.0,0,0,2,2407.0
36 quai de Grenelle NE-SO,2023,4,22,5,1,0,2.2,0.0,9.25,0,0,1,1441.0
36 quai de Grenelle NE-SO,2023,4,23,6,1,0,3.7,0.0,10.5,0,0,1,906.0
36 quai de Grenelle NE-SO,2023,4,24,0,0,0,0.7,0.0,10.0,0,0,1,2180.0
36 quai de Grenelle NE-SO,2023,4,25,1,0,0,0.2,0.0,7.25,0,0,1,2411.0
36 quai de Grenelle NE-SO,2023,4,26,2,0,0,0.0,0.0,9.25,0,0,1,2410.0
36 quai de Grenelle NE-SO,2023,4,27,3,0,0,0.1,0.0,12.75,0,0,1,2238.0
36 quai de Grenelle NE-SO,2023,4,28,4,0,0,1.3,0.0,15.75,0,0,1,1917.0
36 quai de Grenelle NE-SO,2023,4,29,5,1,0,0.2,0.0,13.5,0,0,2,1420.0
36 quai de Grenelle NE-SO,2023,4,30,6,1,0,0.0,0.0,12.75,0,0,3,1695.0
36 quai de Grenelle SO-NE,2023,1,1,6,1,0,0.0,0.0,12.75,1,0,1,379.0
36 quai de Grenelle SO-NE,2023,1,2,0,0,0,6.1,0.0,9.5,0,0,1,804.0
36 quai de Grenelle SO-NE,2023,1,3,1,0,0,0.0,0.0,7.5,0,0,1,1435.0
36 quai de Grenelle SO-NE,2023,1,4,2,0,0,0.0,0.0,10.0,0,0,1,1308.0
36 quai de Grenelle SO-NE,2023,1,5,3,0,0,0.1,0.0,12.5,0,0,1,1571.0
36 quai de Grenelle SO-NE,2023,1,6,4,0,0,0.2,0.0,11.5,0,0,1,1332.0
36 quai de Grenelle SO-NE,2023,1,7,5,1,0,0.2,0.0,9.25,0,0,1,863.0
36 quai de Grenelle SO-NE,2023,1,8,6,1,0,1.5,0.0,9.5,0,0,1,671.0
36 quai de Grenelle SO-NE,2023,1,9,0,0,0,1.2,0.0,7.5,0,0,1,1302.0
36 quai de Grenelle SO-NE,2023,1,10,1,0,0,1.8,0.0,7.25,0,0,1,1349.0
36 quai de Grenelle SO-NE,2023,1,11,2,0,0,0.5,0.0,11.0,0,0,1,1517.0
36 quai de Grenelle SO-NE,2023,1,12,3,0,0,0.7,0.0,10.25,0,0,1,1479.0
36 quai de Grenelle SO-NE,2023,1,13,4,0,0,1.8,0.0,10.0,0,0,1,1443.0
36 quai de Grenelle SO-NE,2023,1,14,5,1,0,0.9,0.0,9.0,0,0,1,569.0
36 quai de Grenelle SO-NE,2023,1,15,6,1,0,2.2,0.0,7.5,0,0,1,727.0
36 quai de Grenelle SO-NE,2023,1,16,0,0,0,4.9,0.0,5.75,0,0,0,1004.0
36 quai de Grenelle SO-NE,2023,1,17,1,0,0,0.3,0.1,3.5,0,0,0,1397.0
36 quai de Grenelle SO-NE,2023,1,18,2,0,0,0.0,0.0,3.0,0,0,0,1465.0
36 quai de Grenelle SO-NE,2023,1,19,3,0,0,0.0,0.0,3.0,0,0,0,2188.0
36 quai de Grenelle SO-NE,2023,1,20,4,0,0,0.0,0.0,2.5,0,0,0,1380.0
36 quai de Grenelle SO-NE,2023,1,21,5,1,0,0.0,0.0,2.5,0,0,0,842.0
36 quai de Grenelle SO-NE,2023,1,22,6,1,0,0.0,0.0,0.75,0,0,0,582.0
36 quai de Grenelle SO-NE,2023,1,23,0,0,0,0.0,0.0,2.0,0,0,0,1332.0
36 quai de Grenelle SO-NE,2023,1,24,1,0,0,0.0,0.0,2.0,0,0,0,1395.0
36 quai de Grenelle SO-NE,2023,1,25,2,0,0,0.0,0.0,3.0,0,0,0,1344.0
36 quai de Grenelle SO-NE,2023,1,26,3,0,0,1.5,0.0,2.75,0,0,0,1266.0
36 quai de Grenelle SO-NE,2023,1,27,4,0,0,0.0,0.0,3.25,0,0,0,1266.0
36 quai de Grenelle SO-NE,2023,1,28,5,1,0,0.0,0.0,2.0,0,0,0,672.0
36 quai de Grenelle SO-NE,2023,1,29,6,1,0,0.0,0.0,2.75,0,0,0,673.0
36 quai de Grenelle SO-NE,2023,1,30,0,0,0,0.2,0.0,6.0,0,0,0,1373.0
36 quai de Grenelle SO-NE,2023,1,31,1,0,0,0.0,0.0,4.5,0,0,0,2209.0
36 quai de Grenelle SO-NE,2023,2,1,2,0,0,0.8,0.0,7.5,0,0,1,1685.0
36 quai de Grenelle SO-NE,2023,2,2,3,0,0,0.0,0.0,7.0,0,0,0,1597.0
36 quai de Grenelle SO-NE,2023,2,3,4,0,0,0.0,0.0,9.5,0,0,1,1414.0
36 quai de Grenelle SO-NE,2023,2,4,5,1,0,0.0,0.0,7.25,0,0,2,761.0
36 quai de Grenelle SO-NE,2023,2,5,6,1,0,0.0,0.0,6.5,0,0,1,789.0
36 quai de Grenelle SO-NE,2023,2,6,0,0,0,0.0,0.0,4.0,0,0,0,1521.0
36 quai de Grenelle SO-NE,2023,2,7,1,0,0,0.0,0.0,4.25,0,0,0,2311.0
36 quai de Grenelle SO-NE,2023,2,8,2,0,0,0.0,0.0,3.25,0,0,0,1665.0
36 quai de Grenelle SO-NE,2023,2,9,3,0,0,0.0,0.0,2.5,0,0,0,1575.0
36 quai de Grenelle SO-NE,2023,2,10,4,0,0,0.0,0.0,5.5,0,0,0,1429.0
36 quai de Grenelle SO-NE,2023,2,11,5,1,0,0.0,0.0,5.5,0,0,0,885.0
36 quai de Grenelle SO-NE,2023,2,12,6,1,0,0.0,0.0,7.5,0,0,2,781.0
36 quai de Grenelle SO-NE,2023,2,13,0,0,0,0.0,0.0,8.0,0,0,2,1692.0
36 quai de Grenelle SO-NE,2023,2,14,1,0,0,0.0,0.0,8.75,0,0,2,1820.0
36 quai de Grenelle SO-NE,2023,2,15,2,0,0,0.0,0.0,8.5,0,0,2,1652.0
36 quai de Grenelle SO-NE,2023,2,16,3,0,0,0.0,0.0,8.75,0,0,1,1743.0
36 quai de Grenelle SO-NE,2023,2,17,4,0,0,0.0,0.0,11.5,0,0,1,1427.0
36 quai de Grenelle SO-NE,2023,2,18,5,1,0,0.0,0.0,10.75,0,0,1,909.0
36 quai de Grenelle SO-NE,2023,2,19,6,1,0,0.0,0.0,11.75,0,0,1,897.0
36 quai de Grenelle SO-NE,2023,2,20,0,0,0,0.0,0.0,10.0,0,0,2,1448.0
36 quai de Grenelle SO-NE,2023,2,21,1,0,0,0.0,0.0,9.75,0,0,2,1614.0
36 quai de Grenelle SO-NE,2023,2,22,2,0,0,0.3,0.0,10.0,0,0,1,1318.0
36 quai de Grenelle SO-NE,2023,2,23,3,0,0,0.3,0.0,8.0,0,0,1,1326.0
36 quai de Grenelle SO-NE,2023,2,24,4,0,0,0.0,0.0,6.75,0,0,0,1151.0
36 quai de Grenelle SO-NE,2023,2,25,5,1,0,0.0,0.0,5.5,0,0,0,782.0
36 quai de Grenelle SO-NE,2023,2,26,6,1,0,0.0,0.0,4.0,0,0,0,560.0
36 quai de Grenelle SO-NE,2023,2,27,0,0,0,0.0,0.0,3.5,0,0,0,1041.0
36 quai de Grenelle SO-NE,2023,2,28,1,0,0,0.0,0.0,2.75,0,0,0,1170.0
36 quai de Grenelle SO-NE,2023,3,1,2,0,0,0.0,0.0,3.5,0,0,0,1199.0
36 quai de Grenelle SO-NE,2023,3,2,3,0,0,0.0,0.0,3.75,0,0,0,1233.0
36 quai de Grenelle SO-NE,2023,3,3,4,0,0,0.0,0.0,5.25,0,0,0,1096.0
36 quai de Grenelle SO-NE,2023,3,4,5,1,0,0.0,0.0,3.25,0,0,0,729.0
36 quai de Grenelle SO-NE,2023,3,5,6,1,0,0.0,0.0,6.5,0,0,0,645.0
36 quai de Grenelle SO-NE,2023,3,6,0,0,0,0.0,0.0,6.0,0,0,0,1428.0
36 quai de Grenelle SO-NE,2023,3,7,1,0,0,0.0,0.0,5.75,0,0,0,2071.0
36 quai de Grenelle SO-NE,2023,3,8,2,0,0,3.0,0.0,10.25,0,0,1,1686.0
36 quai de Grenelle SO-NE,2023,3,9,3,0,0,0.8,0.0,11.75,0,0,1,1647.0
36 quai de Grenelle SO-NE,2023,3,10,4,0,0,0.4,0.0,7.75,0,0,1,1125.0
36 quai de Grenelle SO-NE,2023,3,11,5,1,0,0.0,0.0,5.25,0,0,0,860.0
36 quai de Grenelle SO-NE,2023,3,12,6,1,0,0.1,0.0,10.75,0,0,1,854.0
36 quai de Grenelle SO-NE,2023,3,13,0,0,0,0.1,0.0,14.5,0,0,1,1422.0
36 quai de Grenelle SO-NE,2023,3,14,1,0,0,0.6,0.0,9.5,0,0,1,1552.0
36 quai de Grenelle SO-NE,2023,3,15,2,0,0,0.0,0.0,5.75,0,0,0,1737.0
36 quai de Grenelle SO-NE,2023,3,16,3,0,0,0.0,0.0,10.75,0,0,2,1902.0
36 quai de Grenelle SO-NE,2023,3,17,4,0,0,0.0,0.0,12.5,0,0,2,1600.0
36 quai de Grenelle SO-NE,2023,3,18,5,1,0,0.3,0.0,12.5,0,0,1,1071.0
36 quai de Grenelle SO-NE,2023,3,19,6,1,0,0.0,0.0,12.0,0,0,1,747.0
36 quai de Grenelle SO-NE,2023,3,20,0,0,0,0.0,0.0,11.75,0,0,2,1688.0
36 quai de Grenelle SO-NE,2023,3,21,1,0,0,0.1,0.0,11.25,0,0,1,1830.0
36 quai de Grenelle SO-NE,2023,3,22,2,0,0,1.3,0.0,10.5,0,0,1,1587.0
36 quai de Grenelle SO-NE,2023,3,23,3,0,0,0.8,0.0,11.75,0,0,1,2211.0
36 quai de Grenelle SO-NE,2023,3,24,4,0,0,0.7,0.0,13.0,0,0,1,1459.0
36 quai de Grenelle SO-NE,2023,3,25,5,1,0,0.4,0.0,11.25,0,0,1,990.0
36 quai de Grenelle SO-NE,2023,3,26,6,1,0,2.8,0.0,9.0,0,0,1,697.0
36 quai de Grenelle SO-NE,2023,3,27,0,0,0,0.0,0.0,7.75,0,0,1,1630.0
36 quai de Grenelle SO-NE,2023,3,28,1,0,0,0.0,0.0,7.0,0,0,2,2068.0
36 quai de Grenelle SO-NE,2023,3,29,2,0,0,0.0,0.0,13.25,0,0,3,1971.0
36 quai de Grenelle SO-NE,2023,3,30,3,0,0,0.3,0.0,14.75,0,0,1,1799.0
36 quai de Grenelle SO-NE,2023,3,31,4,0,0,2.2,0.0,11.5,0,0,1,1405.0
36 quai de Grenelle SO-NE,2023,4,1,5,1,0,2.0,0.0,10.25,0,0,1,908.0
36 quai de Grenelle SO-NE,2023,4,2,6,1,0,0.0,0.0,10.25,0,0,2,804.0
36 quai de Grenelle SO-NE,2023,4,3,0,0,0,0.0,0.0,7.25,0,0,2,1701.0
36 quai de Grenelle SO-NE,2023,4,4,1,0,0,0.0,0.0,6.75,0,0,2,2085.0
36 quai de Grenelle SO-NE,2023,4,5,2,0,0,0.0,0.0,8.75,0,0,2,1940.0
36 quai de Grenelle SO-NE,2023,4,6,3,0,0,0.7,0.0,8.75,0,0,1,1722.0
36 quai de Grenelle SO-NE,2023,4,7,4,0,0,0.1,0.0,8.0,0,0,0,1532.0
36 quai de Grenelle SO-NE,2023,4,8,5,1,0,0.1,0.0,9.0,0,0,2,1069.0
36 quai de Grenelle SO-NE,2023,4,9,6,1,0,0.0,0.0,11.25,0,0,2,995.0
36 quai de Grenelle SO-NE,2023,4,10,0,0,0,0.0,0.0,12.25,1,0,1,592.0
36 quai de Grenelle SO-NE,2023,4,11,1,0,0,0.2,0.0,9.5,0,0,1,1588.0
36 quai de Grenelle SO-NE,2023,4,12,2,0,0,2.6,0.0,9.75,0,0,1,1323.0
36 quai de Grenelle SO-NE,2023,4,13,3,0,0,0.5,0.0,9.25,0,0,1,1838.0
36 quai de Grenelle SO-NE,2023,4,14,4,0,0,0.1,0.0,8.5,0,0,0,1232.0
36 quai de Grenelle SO-NE,2023,4,15,5,1,0,0.5,0.0,9.75,0,0,1,816.0
36 quai de Grenelle SO-NE,2023,4,16,6,1,0,0.0,0.0,9.5,0,0,2,1188.0
36 quai de Grenelle SO-NE,2023,4,17,0,0,0,0.1,0.0,10.25,0,0,1,1679.0
36 quai de Grenelle SO-NE,2023,4,18,1,0,0,0.0,0.0,9.75,0,0,1,1894.0
36 quai de Grenelle SO-NE,2023,4,19,2,0,0,0.0,0.0,11.25,0,0,1,2040.0
36 quai de Grenelle SO-NE,2023,4,20,3,0,0,0.0,0.0,8.0,0,0,0,1883.0
36 quai de Grenelle SO-NE,2023,4,21,4,0,0,1.4,0.0,10.0,0,0,2,1675.0
36 quai de Grenelle SO-NE,2023,4,22,5,1,0,2.2,0.0,9.25,0,0,1,860.0
36 quai de Grenelle SO-NE,2023,4,23,6,1,0,3.7,0.0,10.5,0,0,1,532.0
36 quai de Grenelle SO-NE,2023,4,24,0,0,0,0.7,0.0,10.0,0,0,1,1357.0
36 quai de Grenelle SO-NE,2023,4,25,1,0,0,0.2,0.0,7.25,0,0,1,1549.0
36 quai de Grenelle SO-NE,2023,4,26,2,0,0,0.0,0.0,9.25,0,0,1,1581.0
36 quai de Grenelle SO-NE,2023,4,27,3,0,0,0.1,0.0,12.75,0,0,1,1470.0
36 quai de Grenelle SO-NE,2023,4,28,4,0,0,1.3,0.0,15.75,0,0,1,1238.0
36 quai de Grenelle SO-NE,2023,4,29,5,1,0,0.2,0.0,13.5,0,0,2,937.0
36 quai de Grenelle SO-NE,2023,4,30,6,1,0,0.0,0.0,12.75,0,0,3,953.0
38 rue Turbigo NE-SO,2023,1,1,6,1,0,0.0,0.0,12.75,1,0,1,727.0
38 rue Turbigo NE-SO,2023,1,2,0,0,0,6.1,0.0,9.5,0,0,1,1785.0
38 rue Turbigo NE-SO,2023,1,3,1,0,0,0.0,0.0,7.5,0,0,1,2675.0
38 rue Turbigo NE-SO,2023,1,4,2,0,0,0.0,0.0,10.0,0,0,1,2727.0
38 rue Turbigo NE-SO,2023,1,5,3,0,0,0.1,0.0,12.5,0,0,1,2800.0
38 rue Turbigo NE-SO,2023,1,6,4,0,0,0.2,0.0,11.5,0,0,1,2926.0
38 rue Turbigo NE-SO,2023,1,7,5,1,0,0.2,0.0,9.25,0,0,1,1777.0
38 rue Turbigo NE-SO,2023,1,8,6,1,0,1.5,0.0,9.5,0,0,1,1649.0
38 rue Turbigo NE-SO,2023,1,9,0,0,0,1.2,0.0,7.5,0,0,1,2437.0
38 rue Turbigo NE-SO,2023,1,10,1,0,0,1.8,0.0,7.25,0,0,1,2688.0
38 rue Turbigo NE-SO,2023,1,11,2,0,0,0.5,0.0,11.0,0,0,1,3112.0
38 rue Turbigo NE-SO,2023,1,12,3,0,0,0.7,0.0,10.25,0,0,1,3082.0
38 rue Turbigo NE-SO,2023,1,13,4,0,0,1.8,0.0,10.0,0,0,1,3015.0
38 rue Turbigo NE-SO,2023,1,14,5,1,0,0.9,0.0,9.0,0,0,1,1722.0
38 rue Turbigo NE-SO,2023,1,15,6,1,0,2.2,0.0,7.5,0,0,1,1809.0
38 rue Turbigo NE-SO,2023,1,16,0,0,0,4.9,0.0,5.75,0,0,0,2042.0
38 rue Turbigo NE-SO,2023,1,17,1,0,0,0.3,0.1,3.5,0,0,0,2718.0
38 rue Turbigo NE-SO,2023,1,18,2,0,0,0.0,0.0,3.0,0,0,0,2991.0
38 rue Turbigo NE-SO,2023,1,19,3,0,0,0.0,0.0,3.0,0,0,0,3614.0
38 rue Turbigo NE-SO,2023,1,20,4,0,0,0.0,0.0,2.5,0,0,0,3007.0
38 rue Turbigo NE-SO,2023,1,21,5,1,0,0.0,0.0,2.5,0,0,0,2371.0
38 rue Turbigo NE-SO,2023,1,22,6,1,0,0.0,0.0,0.75,0,0,0,1489.0
38 rue Turbigo NE-SO,2023,1,23,0,0,0,0.0,0.0,2.0,0,0,0,2466.0
38 rue Turbigo NE-SO,2023,1,24,1,0,0,0.0,0.0,2.0,0,0,0,2778.0
38 rue Turbigo NE-SO,2023,1,25,2,0,0,0.0,0.0,3.0,0,0,0,2695.0
38 rue Turbigo NE-SO,2023,1,26,3,0,0,1.5,0.0,2.75,0,0,0,2723.0
38 rue Turbigo NE-SO,2023,1,27,4,0,0,0.0,0.0,3.25,0,0,0,2618.0
38 rue Turbigo NE-SO,2023,1,28,5,1,0,0.0,0.0,2.0,0,0,0,2033.0
38 rue Turbigo NE-SO,2023,1,29,6,1,0,0.0,0.0,2.75,0,0,0,1641.0
38 rue Turbigo NE-SO,2023,1,30,0,0,0,0.2,0.0,6.0,0,0,0,2570.0
38 rue Turbigo NE-SO,2023,1,31,1,0,0,0.0,0.0,4.5,0,0,0,4084.0
38 rue Turbigo NE-SO,2023,2,1,2,0,0,0.8,0.0,7.5,0,0,1,3286.0
38 rue Turbigo NE-SO,2023,2,2,3,0,0,0.0,0.0,7.0,0,0,0,3380.0
38 rue Turbigo NE-SO,2023,2,3,4,0,0,0.0,0.0,9.5,0,0,1,2949.0
38 rue Turbigo NE-SO,2023,2,4,5,1,0,0.0,0.0,7.25,0,0,2,2032.0
38 rue Turbigo NE-SO,2023,2,5,6,1,0,0.0,0.0,6.5,0,0,1,1716.0
38 rue Turbigo NE-SO,2023,2,6,0,0,0,0.0,0.0,4.0,0,0,0,2817.0
38 rue Turbigo NE-SO,2023,2,7,1,0,0,0.0,0.0,4.25,0,0,0,3795.0
38 rue Turbigo NE-SO,2023,2,8,2,0,0,0.0,0.0,3.25,0,0,0,3243.0
38 rue Turbigo NE-SO,2023,2,9,3,0,0,0.0,0.0,2.5,0,0,0,3194.0
38 rue Turbigo NE-SO,2023,2,10,4,0,0,0.0,0.0,5.5,0,0,0,2934.0
38 rue Turbigo NE-SO,2023,2,11,5,1,0,0.0,0.0,5.5,0,0,0,2235.0
38 rue Turbigo NE-SO,2023,2,12,6,1,0,0.0,0.0,7.5,0,0,2,1835.0
38 rue Turbigo NE-SO,2023,2,13,0,0,0,0.0,0.0,8.0,0,0,2,2985.0
38 rue Turbigo NE-SO,2023,2,14,1,0,0,0.0,0.0,8.75,0,0,2,3422.0
38 rue Turbigo NE-SO,2023,2,15,2,0,0,0.0,0.0,8.5,0,0,2,3299.0
38 rue Turbigo NE-SO,2023,2,16,3,0,0,0.0,0.0,8.75,0,0,1,3321.0
38 rue Turbigo NE-SO,2023,2,17,4,0,0,0.0,0.0,11.5,0,0,1,3088.0
38 rue Turbigo NE-SO,2023,2,18,5,1,0,0.0,0.0,10.75,0,0,1,2554.0
38 rue Turbigo NE-SO,2023,2,19,6,1,0,0.0,0.0,11.75,0,0,1,2011.0
38 rue Turbigo NE-SO,2023,2,20,0,0,0,0.0,0.0,10.0,0,0,2,2785.0
38 rue Turbigo NE-SO,2023,2,21,1,0,0,0.0,0.0,9.75,0,0,2,3124.0
38 rue Turbigo NE-SO,2023,2,22,2,0,0,0.3,0.0,10.0,0,0,1,2868.0
38 rue Turbigo NE-SO,2023,2,23,3,0,0,0.3,0.0,8.0,0,0,1,2827.0
38 rue Turbigo NE-SO,2023,2,24,4,0,0,0.0,0.0,6.75,0,0,0,2698.0
38 rue Turbigo NE-SO,2023,2,25,5,1,0,0.0,0.0,5.5,0,0,0,2098.0
38 rue Turbigo NE-SO,2023,2,26,6,1,0,0.0,0.0,4.0,0,0,0,1437.0
38 rue Turbigo NE-SO,2023,2,27,0,0,0,0.0,0.0,3.5,0,0,0,2278.0
38 rue Turbigo NE-SO,2023,2,28,1,0,0,0.0,0.0,2.75,0,0,0,2445.0
38 rue Turbigo NE-SO,2023,3,1,2,0,0,0.0,0.0,3.5,0,0,0,2568.0
38 rue Turbigo NE-SO,2023,3,2,3,0,0,0.0,0.0,3.75,0,0,0,2698.0
38 rue Turbigo NE-SO,2023,3,3,4,0,0,0.0,0.0,5.25,0,0,0,2396.0
38 rue Turbigo NE-SO,2023,3,4,5,1,0,0.0,0.0,3.25,0,0,0,1996.0
38 rue Turbigo NE-SO,2023,3,5,6,1,0,0.0,0.0,6.5,0,0,0,1565.0
38 rue Turbigo NE-SO,2023,3,6,0,0,0,0.0,0.0,6.0,0,0,0,2753.0
38 rue Turbigo NE-SO,2023,3,7,1,0,0,0.0,0.0,5.75,0,0,0,4118.0
38 rue Turbigo NE-SO,2023,3,8,2,0,0,3.0,0.0,10.25,0,0,1,3108.0
38 rue Turbigo NE-SO,2023,3,9,3,0,0,0.8,0.0,11.75,0,0,1,3127.0
38 rue Turbigo NE-SO,2023,3,10,4,0,0,0.4,0.0,7.75,0,0,1,2437.0
38 rue Turbigo NE-SO,2023,3,11,5,1,0,0.0,0.0,5.25,0,0,0,2115.0
38 rue Turbigo NE-SO,2023,3,12,6,1,0,0.1,0.0,10.75,0,0,1,1929.0
38 rue Turbigo NE-SO,2023,3,13,0,0,0,0.1,0.0,14.5,0,0,1,2829.0
38 rue Turbigo NE-SO,2023,3,14,1,0,0,0.6,0.0,9.5,0,0,1,3006.0
38 rue Turbigo NE-SO,2023,3,15,2,0,0,0.0,0.0,5.75,0,0,0,3440.0
38 rue Turbigo NE-SO,2023,3,16,3,0,0,0.0,0.0,10.75,0,0,2,3596.0
38 rue Turbigo NE-SO,2023,3,17,4,0,0,0.0,0.0,12.5,0,0,2,3169.0
38 rue Turbigo NE-SO,2023,3,18,5,1,0,0.3,0.0,12.5,0,0,1,2596.0
38 rue Turbigo NE-SO,2023,3,19,6,1,0,0.0,0.0,12.0,0,0,1,1766.0
38 rue Turbigo NE-SO,2023,3,20,0,0,0,0.0,0.0,11.75,0,0,2,3071.0
38 rue Turbigo NE-SO,2023,3,21,1,0,0,0.1,0.0,11.25,0,0,1,3356.0
38 rue Turbigo NE-SO,2023,3,22,2,0,0,1.3,0.0,10.5,0,0,1,3028.0
38 rue Turbigo NE-SO,2023,3,23,3,0,0,0.8,0.0,11.75,0,0,1,3484.0
38 rue Turbigo NE-SO,2023,3,24,4,0,0,0.7,0.0,13.0,0,0,1,3007.0
38 rue Turbigo NE-SO,2023,3,25,5,1,0,0.4,0.0,11.25,0,0,1,2600.0
38 rue Turbigo NE-SO,2023,3,26,6,1,0,2.8,0.0,9.0,0,0,1,1848.0
38 rue Turbigo NE-SO,2023,3,27,0,0,0,0.0,0.0,7.75,0,0,1,2979.0
38 rue Turbigo NE-SO,2023,3,28,1,0,0,0.0,0.0,7.0,0,0,2,3370.0
38 rue Turbigo NE-SO,2023,3,29,2,0,0,0.0,0.0,13.25,0,0,3,3787.0
38 rue Turbigo NE-SO,2023,3,30,3,0,0,0.3,0.0,14.75,0,0,1,3629.0
38 rue Turbigo NE-SO,2023,3,31,4,0,0,2.2,0.0,11.5,0,0,1,3068.0
38 rue Turbigo NE-SO,2023,4,1,5,1,0,2.0,0.0,10.25,0,0,1,2443.0
38 rue Turbigo NE-SO,2023,4,2,6,1,0,0.0,0.0,10.25,0,0,2,1765.0
38 rue Turbigo NE-SO,2023,4,3,0,0,0,0.0,0.0,7.25,0,0,2,2970.0
38 rue Turbigo NE-SO,2023,4,4,1,0,0,0.0,0.0,6.75,0,0,2,3536.0
38 rue Turbigo NE-SO,2023,4,5,2,0,0,0.0,0.0,8.75,0,0,2,3655.0
38 rue Turbigo NE-SO,2023,4,6,3,0,0,0.7,0.0,8.75,0,0,1,3434.0
38 rue Turbigo NE-SO,2023,4,7,4,0,0,0.1,0.0,8.0,0,0,0,3010.0
38 rue Turbigo NE-SO,2023,4,8,5,1,0,0.1,0.0,9.0,0,0,2,2305.0
38 rue Turbigo NE-SO,2023,4,9,6,1,0,0.0,0.0,11.25,0,0,2,1723.0
38 rue Turbigo NE-SO,2023,4,10,0,0,0,0.0,0.0,12.25,1,0,1,1391.0
38 rue Turbigo NE-SO,2023,4,11,1,0,0,0.2,0.0,9.5,0,0,1,2833.0
38 rue Turbigo NE-SO,2023,4,12,2,0,0,2.6,0.0,9.75,0,0,1,2741.0
38 rue Turbigo NE-SO,2023,4,13,3,0,0,0.5,0.0,9.25,0,0,1,3397.0
38 rue Turbigo NE-SO,2023,4,14,4,0,0,0.1,0.0,8.5,0,0,0,2712.0
38 rue Turbigo NE-SO,2023,4,15,5,1,0,0.5,0.0,9.75,0,0,1,2375.0
38 rue Turbigo NE-SO,2023,4,16,6,1,0,0.0,0.0,9.5,0,0,2,2229.0
38 rue Turbigo NE-SO,2023,4,17,0,0,0,0.1,0.0,10.25,0,0,1,2933.0
38 rue Turbigo NE-SO,2023,4,18,1,0,0,0.0,0.0,9.75,0,0,1,3393.0
38 rue Turbigo NE-SO,2023,4,19,2,0,0,0.0,0.0,11.25,0,0,1,3568.0
38 rue Turbigo NE-SO,2023,4,20,3,0,0,0.0,0.0,8.0,0,0,0,3537.0
